file_name,score
9865.pkl,1.1215160355959597e-07
632.pkl,7.380785219113228e-12
5826.pkl,0.0005897883675061166
3677.pkl,4.705045200220132e-19
569.pkl,1.2569850696309004e-05
2741.pkl,1.6549037140656253e-10
2567.pkl,4.307291654511858e-20
6049.pkl,0.000413369300076738
2493.pkl,0.34508171677589417
2474.pkl,6.712731556035578e-05
564.pkl,0.0005333973676897585
10395.pkl,0.0003588200779631734
2931.pkl,2.3008846383731907e-08
10167.pkl,2.2456668469228447e-10
578.pkl,1.5156181689235382e-05
8989.pkl,4.677677054587548e-07
4227.pkl,3.053804513974933e-19
7321.pkl,0.004015013575553894
8783.pkl,2.8751440722045267e-15
7394.pkl,6.456281992958065e-18
3280.pkl,3.537064003946149e-17
7982.pkl,2.9370163190378662e-08
1539.pkl,0.00010431304690428078
9834.pkl,1.0818562191927672e-11
11179.pkl,8.792598593654333e-11
10696.pkl,8.898788650402167e-11
10734.pkl,3.135468273907094e-11
9526.pkl,0.00014194485265761614
2409.pkl,3.719827078747903e-18
5338.pkl,2.0379536280756838e-08
7473.pkl,5.942359538064967e-19
9230.pkl,4.838439622290025e-07
6820.pkl,0.9784846901893616
10148.pkl,1.208340982827849e-09
5391.pkl,5.152656740392558e-06
7729.pkl,1.8178443741904232e-17
1453.pkl,0.01928294263780117
3282.pkl,0.0002685104846023023
2128.pkl,6.583625200562437e-09
7540.pkl,0.0001013504370348528
7477.pkl,5.673689429386286e-08
11091.pkl,1.174462553876765e-07
7006.pkl,0.013255437836050987
7939.pkl,1.2438225796551627e-11
10852.pkl,6.981821934459731e-05
7924.pkl,3.276686584285926e-06
3894.pkl,8.586094190832227e-05
7398.pkl,1.6827068849009e-17
6150.pkl,3.029027766388026e-06
8820.pkl,3.0329784842951087e-18
2857.pkl,3.140358112441177e-11
9642.pkl,3.4432842631543276e-18
8704.pkl,1.5849973794180455e-15
2813.pkl,0.009383689612150192
6659.pkl,4.9461828893981874e-05
6518.pkl,8.807280948985863e-08
3949.pkl,8.116770366939363e-09
9078.pkl,2.157104756048047e-14
8963.pkl,2.8908046526080746e-15
2164.pkl,2.4828647471331067e-10
8951.pkl,6.219392556516823e-09
1342.pkl,2.8822672026862506e-10
1500.pkl,5.950611375737935e-05
5928.pkl,0.0005464988644234836
5446.pkl,3.332725680624751e-19
3033.pkl,0.0002922040584962815
7138.pkl,2.303170675010957e-13
1020.pkl,0.0003521548060234636
3042.pkl,2.2434393938782415e-15
2691.pkl,5.095599625036295e-20
2217.pkl,1.1604696226186206e-07
7419.pkl,0.002267642645165324
9408.pkl,0.00021784186537843198
206.pkl,1.5596605951184728e-10
4002.pkl,1.7680218888926902e-06
8198.pkl,5.410091485913426e-09
5301.pkl,4.323447406943571e-17
1881.pkl,3.2033811977268296e-16
10609.pkl,9.631471022524515e-18
6394.pkl,3.432840685491101e-06
10089.pkl,5.893442661577996e-18
6858.pkl,0.3339025378227234
8864.pkl,1.7416834641181822e-10
824.pkl,1.0569382538960781e-05
6092.pkl,6.804077656852314e-08
294.pkl,2.5919081523950293e-19
4973.pkl,0.0002216007560491562
2604.pkl,7.880266578164097e-11
3207.pkl,1.2247426683931195e-10
5887.pkl,1.7503826938991551e-06
7704.pkl,3.3748268624123057e-09
664.pkl,1.9284428358728128e-20
9489.pkl,5.711211232299542e-16
3425.pkl,5.725596858545447e-20
10427.pkl,1.5115551477151712e-08
7749.pkl,0.005219679791480303
2022.pkl,4.086905536168443e-21
5700.pkl,6.900464910586379e-08
5940.pkl,0.0023769226390868425
6813.pkl,1.9836080139014854e-15
7144.pkl,0.0011985496385022998
1765.pkl,5.21374188267032e-09
5425.pkl,3.163766360003706e-09
3131.pkl,8.440082979177532e-07
6430.pkl,0.00029728966183029115
10144.pkl,2.1215250418074236e-17
5995.pkl,1.0764069635627038e-09
4359.pkl,2.827051440168482e-11
8736.pkl,8.620083813415391e-11
11.pkl,2.8555234621308045e-06
10829.pkl,0.00024329662846866995
10597.pkl,3.547954250300716e-18
4708.pkl,0.0005232198163866997
10612.pkl,3.67497456077448e-11
4620.pkl,8.197260285669472e-06
9774.pkl,1.5299162978155145e-11
4705.pkl,7.963316228654094e-09
6.pkl,1.822554196451165e-07
3216.pkl,0.005761716049164534
6894.pkl,0.6377003788948059
1218.pkl,1.0384871529822703e-05
9960.pkl,1.2305952623137273e-05
4780.pkl,0.0017201295122504234
3789.pkl,1.1346386941113451e-07
3434.pkl,0.00015099528536666185
11105.pkl,6.0269321693340316e-05
5964.pkl,8.321403122124593e-09
8487.pkl,1.2059543468001532e-11
10146.pkl,1.1073626282435967e-13
2476.pkl,0.0003204867534805089
10534.pkl,0.0001364398340228945
8544.pkl,7.11321735021031e-14
840.pkl,4.3410967919044197e-05
9828.pkl,2.30385822419521e-07
6120.pkl,3.656734863033572e-21
5990.pkl,2.7012509562496234e-08
8930.pkl,7.895337716945505e-08
7358.pkl,1.6266085077613343e-20
4411.pkl,2.979526834678836e-05
1477.pkl,5.578774884756698e-19
400.pkl,1.484461170721019e-19
4240.pkl,5.6727905928255495e-08
4839.pkl,1.1301550540425456e-18
1229.pkl,3.2956476496382933e-14
1720.pkl,2.2077253762110838e-13
8631.pkl,4.393269970603356e-19
4284.pkl,0.16716288030147552
8728.pkl,5.656146192145779e-14
7420.pkl,8.528110856387272e-11
9412.pkl,4.397010343382135e-05
5824.pkl,0.15989090502262115
3584.pkl,2.6316757839595084e-07
9200.pkl,1.0689392704321676e-09
6476.pkl,0.00819597952067852
1916.pkl,0.00038305946509353817
6763.pkl,1.0965040786459213e-07
32.pkl,9.526632954726111e-11
7405.pkl,4.877456965576178e-25
24.pkl,0.0003425910254009068
6606.pkl,3.224430098814997e-17
3109.pkl,3.757729533353932e-14
6815.pkl,8.436055213678628e-05
7640.pkl,3.7335645686198404e-08
2765.pkl,3.5618415864648216e-25
161.pkl,1.2372224356127504e-09
4912.pkl,0.9999430179595947
3646.pkl,0.0003771883493755013
758.pkl,0.0001409401884302497
1864.pkl,8.877666459738975e-07
5898.pkl,1.9582614264576273e-17
10812.pkl,6.779415917534948e-11
2807.pkl,2.8786084840248805e-06
5327.pkl,9.870928963096048e-09
4435.pkl,3.9803255136305893e-10
2509.pkl,4.7347167964062464e-08
5939.pkl,8.1144518188081e-12
6317.pkl,6.210815627127886e-05
6230.pkl,3.3304779207077147e-18
9676.pkl,0.011366020888090134
7168.pkl,6.321202672410209e-09
7484.pkl,1.8435355700405545e-18
1177.pkl,5.640423523800564e-07
5554.pkl,3.686325499074883e-06
1554.pkl,1.095187544610515e-18
10966.pkl,5.914727353228955e-06
8380.pkl,6.203967039012226e-20
5551.pkl,6.225960502068078e-30
7386.pkl,3.945951539208181e-05
7530.pkl,4.341371706573227e-09
9705.pkl,5.837212991488172e-19
10022.pkl,1.7228102251465316e-06
6193.pkl,2.164313034347387e-10
8770.pkl,7.708584747086189e-13
4798.pkl,1.2107540525718719e-09
4945.pkl,0.00015198142500594258
5926.pkl,3.141389736229308e-14
5495.pkl,0.00034669769229367375
5731.pkl,5.853811213540894e-09
1601.pkl,1.8231679499436382e-09
5769.pkl,8.168616808240127e-23
3539.pkl,6.063548350995361e-16
1353.pkl,1.2032190799260434e-09
8127.pkl,1.1784318303398322e-05
5294.pkl,1.9752943855241845e-15
6112.pkl,2.0945334157948352e-14
8720.pkl,3.9603484380812404e-10
10879.pkl,4.02092181772673e-09
6761.pkl,7.485031344733883e-11
8955.pkl,1.880870149761904e-05
8382.pkl,1.01717979872991e-20
7366.pkl,0.021626437082886696
3145.pkl,4.4974267865427464e-08
9031.pkl,1.5954159948705637e-07
8403.pkl,0.0007885792292654514
8749.pkl,0.23213277757167816
10055.pkl,1.5355921287145413e-13
395.pkl,0.10480283200740814
1716.pkl,9.04823610557588e-19
10363.pkl,9.51923502725549e-05
4962.pkl,2.2403533195269887e-10
4775.pkl,3.4444937001406814e-14
6835.pkl,5.89031989850497e-10
2160.pkl,4.901656528132671e-22
7368.pkl,1.5548347054306078e-09
1173.pkl,1.1690867722791154e-06
9233.pkl,9.243723408242088e-13
3335.pkl,2.4227116313113584e-08
8723.pkl,1.8518755441203653e-16
11069.pkl,1.0162864354999442e-15
8197.pkl,6.819918935141445e-11
9515.pkl,3.817882632695592e-28
7415.pkl,2.921173372638641e-11
411.pkl,0.0002706742088776082
7581.pkl,0.0003498999576549977
7648.pkl,0.0006795348599553108
3748.pkl,4.414695013110759e-06
9580.pkl,0.003207917558029294
5852.pkl,9.17569492608905e-12
6199.pkl,6.122896634153108e-10
1121.pkl,5.650135741219753e-12
10142.pkl,2.9022967680034313e-22
6902.pkl,0.00021467925398610532
8366.pkl,0.0002538819971960038
5208.pkl,1.5127227587992333e-35
3370.pkl,8.244348350672226e-07
2081.pkl,1.22125641155435e-06
885.pkl,2.4655143861102556e-16
2731.pkl,5.854859152777705e-17
8800.pkl,9.55777068156749e-06
551.pkl,0.00012762669939547777
10680.pkl,9.644861711421981e-05
337.pkl,3.4571485230117105e-07
8454.pkl,2.362063859394012e-14
7290.pkl,4.466212715215079e-07
3133.pkl,1.2316704323112049e-09
3714.pkl,1.931748316863491e-09
5666.pkl,6.019363896214713e-10
10018.pkl,4.8383233183790786e-12
2512.pkl,0.07039190083742142
4774.pkl,5.933253177659026e-08
3415.pkl,0.0001631543564144522
6539.pkl,1.2598530888235232e-15
6210.pkl,8.246037630499359e-09
2786.pkl,1.815994831427979e-16
10701.pkl,1.3098665485600236e-09
9808.pkl,3.9046663680153415e-09
2436.pkl,0.008194709196686745
5055.pkl,4.2609543015714735e-05
2390.pkl,0.00035266680060885847
6013.pkl,4.857671228819527e-05
1683.pkl,1.4753227791665053e-17
8398.pkl,0.002367297187447548
9870.pkl,9.745112765813246e-05
8188.pkl,3.6188105845269547e-09
1271.pkl,0.00022515878663398325
5330.pkl,0.00036261373315937817
9185.pkl,0.009702179580926895
4881.pkl,5.847717983818429e-39
9189.pkl,2.8230009996299543e-10
928.pkl,1.403926262355526e-06
9485.pkl,2.063060037471587e-06
1238.pkl,1.543845407070421e-08
3162.pkl,1.6768518556797883e-15
778.pkl,2.338075733021583e-09
8529.pkl,1.732342269633591e-08
4053.pkl,0.004374415148049593
8493.pkl,5.8817150261347706e-08
5162.pkl,1.1125527521471668e-07
8200.pkl,1.1423580303926428e-08
4211.pkl,9.936074327396757e-17
5280.pkl,3.367887067407493e-25
10568.pkl,8.02109595367158e-19
9041.pkl,8.462257342889803e-23
1073.pkl,0.0017171710496768355
5461.pkl,3.5300740108823447e-10
8345.pkl,1.5549250065305387e-07
10216.pkl,5.702934231521795e-07
2070.pkl,0.00019926253298763186
7780.pkl,6.506294170094407e-08
6412.pkl,1.548806238815814e-08
447.pkl,1.4860105693514924e-05
279.pkl,5.43629724569783e-11
7680.pkl,6.007183639411551e-10
10797.pkl,0.00021189465769566596
4701.pkl,1.6248192791223914e-09
7423.pkl,5.1341753959377456e-08
10610.pkl,0.05397655442357063
4291.pkl,0.3037185072898865
6368.pkl,1.3996864112186813e-08
9559.pkl,6.164108112827194e-10
7014.pkl,7.810939138523907e-18
9726.pkl,0.0003069776576012373
5945.pkl,5.220777893555351e-06
4811.pkl,0.9999431371688843
5766.pkl,9.289996072761597e-13
1403.pkl,1.3038249950178549e-12
1263.pkl,1.1330899684040662e-19
8587.pkl,2.572178798079805e-12
6421.pkl,0.0015917904675006866
9987.pkl,0.0003152661374770105
3299.pkl,9.601512283552438e-05
11206.pkl,0.00014942948473617435
5042.pkl,1.4046995511218796e-10
5747.pkl,1.1821081358220908e-07
1985.pkl,1.3195219139561232e-07
9454.pkl,1.343673216967936e-21
7562.pkl,0.0006511546089313924
8275.pkl,1.1473952331487325e-20
8449.pkl,2.054645786842002e-09
4023.pkl,1.3947827723519948e-19
10711.pkl,3.4437891827110434e-06
2852.pkl,2.6037314665439126e-11
12.pkl,0.0002021371474256739
5692.pkl,2.807046972974532e-19
5586.pkl,1.8699626536892305e-13
10299.pkl,0.00031408562790602446
3952.pkl,2.2272179933668923e-10
9035.pkl,2.5506456950097345e-05
8942.pkl,8.201149828690468e-12
11208.pkl,0.0005959197296760976
10141.pkl,2.418750000288128e-08
7638.pkl,2.7785308702732436e-05
7988.pkl,5.517938916455023e-05
363.pkl,9.933358732866072e-22
11027.pkl,2.1590187770925695e-06
3050.pkl,1.0370536220325332e-17
8284.pkl,2.6144203957301215e-07
6892.pkl,4.025302769057604e-13
1978.pkl,0.029655544087290764
11107.pkl,7.102374571449759e-17
7678.pkl,7.208530647395683e-12
4533.pkl,9.304538646434933e-24
3907.pkl,4.750460025348957e-10
207.pkl,3.8321953943487586e-10
4570.pkl,1.5430005717576023e-08
9339.pkl,0.0007825375068932772
80.pkl,4.0429031464958015e-19
10171.pkl,5.901663096478764e-15
6499.pkl,0.0005712697166018188
1115.pkl,0.0005323989898897707
10075.pkl,8.826023598289341e-21
783.pkl,9.346549322275115e-17
375.pkl,1.4614518362848772e-12
10152.pkl,5.405036350437898e-17
9265.pkl,5.818618956254795e-05
2507.pkl,4.452736790394596e-11
877.pkl,0.00028733827639371157
3713.pkl,2.114129347319249e-05
10937.pkl,0.00011366992839612067
2271.pkl,1.5172315670497483e-07
1423.pkl,2.698778045767548e-20
4273.pkl,0.0021761918906122446
2143.pkl,2.5215601828776357e-10
4431.pkl,0.00010607728472677991
2881.pkl,2.8530214302158186e-10
1303.pkl,4.489517777983565e-06
10251.pkl,3.3002345389832044e-07
10901.pkl,0.0007737988489679992
4545.pkl,0.2887323796749115
9111.pkl,0.0
7257.pkl,3.37743971678961e-10
7291.pkl,1.8820629546362838e-18
5035.pkl,1.1337511875500472e-12
9394.pkl,3.924012403899724e-08
9949.pkl,4.900287828982284e-16
9618.pkl,0.9935266971588135
2884.pkl,1.1511974662425928e-05
5955.pkl,0.00043904531048610806
5889.pkl,0.17205053567886353
4638.pkl,0.000175829220097512
3733.pkl,0.0005325989914126694
6814.pkl,0.001318424241617322
7830.pkl,0.016368424519896507
10326.pkl,5.375647378969006e-05
8291.pkl,5.7455057685729116e-05
1458.pkl,0.0
3694.pkl,7.392814360684952e-09
1808.pkl,0.0001317151472903788
2038.pkl,4.456573332589642e-09
6143.pkl,0.005395866930484772
943.pkl,2.1023488031798212e-19
150.pkl,6.498628408735385e-07
11085.pkl,1.4916679447196657e-06
6558.pkl,2.3235460777648598e-10
6573.pkl,2.742675633271574e-07
8037.pkl,7.312908374161602e-19
7538.pkl,1.2756331581320612e-11
2650.pkl,5.6731286335320874e-11
7272.pkl,9.473850468566525e-07
1898.pkl,2.3027818868881673e-15
3476.pkl,9.721280548546929e-06
5720.pkl,8.260335744125769e-05
5434.pkl,4.483022670264108e-15
5620.pkl,1.907540536194574e-06
6093.pkl,1.0951266803116422e-11
8019.pkl,8.927909376143985e-15
10825.pkl,9.976414403858641e-16
10794.pkl,6.667015986749902e-05
8261.pkl,7.644797295203176e-11
5349.pkl,0.0006269657169468701
2628.pkl,2.0440387324903962e-15
8966.pkl,8.007694984532576e-14
149.pkl,3.774903007069952e-06
1851.pkl,0.0005627938080579042
3937.pkl,0.00021985189232509583
8747.pkl,0.00039144724723882973
6389.pkl,7.45416389805672e-17
10027.pkl,3.3753767433809725e-15
6619.pkl,1.389346806490721e-07
6805.pkl,0.0005285809165798128
1558.pkl,0.00034363119630143046
2599.pkl,3.6485570120703414e-09
4911.pkl,5.957943166601254e-11
5580.pkl,9.14331899082299e-09
6456.pkl,6.661068852054086e-08
2670.pkl,0.007886919192969799
1651.pkl,7.61744445298973e-08
2947.pkl,2.930418928348555e-12
284.pkl,2.3949737748552025e-09
6215.pkl,5.34404898644425e-06
6173.pkl,0.016870424151420593
4309.pkl,2.3725485465142526e-10
9973.pkl,1.3783950635115616e-05
9789.pkl,1.3240420925994013e-15
5249.pkl,4.207392656496722e-09
11134.pkl,1.5794922703094016e-08
6582.pkl,3.9612452207293813e-11
7205.pkl,1.3691807687621349e-08
7846.pkl,1.0023615527584901e-20
2110.pkl,3.771468026769753e-09
5266.pkl,0.00013501130160875618
1796.pkl,2.29426882469852e-06
3976.pkl,1.9057555880608312e-11
9002.pkl,1.0597476673979145e-08
123.pkl,6.317311829207028e-08
8882.pkl,0.0031016513239592314
852.pkl,2.741812750173267e-07
520.pkl,1.9201288965273003e-17
419.pkl,5.311039151870145e-13
7739.pkl,6.7849415298406965e-18
8017.pkl,8.988578883872833e-06
1080.pkl,0.0003422887239139527
2132.pkl,9.462374935996092e-20
3845.pkl,0.02554645761847496
1552.pkl,3.314296463940991e-06
9345.pkl,0.02267836034297943
8162.pkl,2.2972465103521245e-06
75.pkl,5.3085003060004965e-08
6520.pkl,2.8488482683997063e-08
10668.pkl,4.984276102959484e-09
7512.pkl,8.170827622118947e-16
2933.pkl,8.541841821536889e-13
694.pkl,1.1773746386306199e-17
3782.pkl,4.5218526700807615e-09
237.pkl,9.18934092624113e-05
5115.pkl,0.015560818836092949
10389.pkl,6.854329310826911e-16
1704.pkl,6.751521008929728e-10
8242.pkl,4.223118743595933e-09
10320.pkl,3.275216187148544e-08
7785.pkl,1.8002315534494554e-19
10653.pkl,3.8976222072051314e-07
10403.pkl,0.0035279449075460434
10215.pkl,1.9719867850653827e-05
2949.pkl,1.1839966297156907e-15
1033.pkl,4.032675860798918e-05
7427.pkl,1.659916648577564e-07
8818.pkl,3.560473160746369e-08
2307.pkl,8.323947042754298e-08
5684.pkl,6.315776235332748e-10
6107.pkl,0.0005344750243239105
3587.pkl,1.3769213091756327e-13
391.pkl,1.5781342881382443e-05
10400.pkl,8.694863709024503e-07
6812.pkl,5.746888358265591e-20
855.pkl,3.8259227530390566e-17
7781.pkl,0.0003024106554221362
4115.pkl,1.9521230845679938e-17
5144.pkl,5.237456382574708e-19
5818.pkl,1.8354723579250276e-05
2257.pkl,0.006861759349703789
2880.pkl,5.301230339682661e-05
8184.pkl,4.7261542931664735e-05
9329.pkl,5.506366960617015e-06
8105.pkl,3.899337297497141e-09
2074.pkl,6.919822787693208e-13
6509.pkl,7.773296238156036e-05
9928.pkl,1.4038045986485633e-18
2975.pkl,2.5043566438398557e-06
4434.pkl,1.6829567185921816e-14
6599.pkl,2.630363087519072e-05
8610.pkl,6.63464699846017e-11
2494.pkl,0.00015183065261226147
3520.pkl,2.3359566512226593e-06
5154.pkl,2.1862112120629718e-10
7467.pkl,0.00027793634217232466
8858.pkl,7.447275152117072e-07
5389.pkl,1.2971761165214701e-10
4194.pkl,7.062056234935499e-12
3016.pkl,7.186432005035215e-11
4073.pkl,1.3968516683168417e-15
4599.pkl,3.1643873988045385e-28
10774.pkl,4.3348960895471175e-15
8041.pkl,0.0003085942007601261
9196.pkl,2.730168313647141e-09
5095.pkl,0.00015999368042685091
7385.pkl,2.0715642742863416e-11
5634.pkl,1.0082168273584102e-06
6274.pkl,7.570176152604802e-10
3088.pkl,2.2332250182444113e-07
4770.pkl,2.4236833026658466e-11
3670.pkl,0.035557739436626434
8471.pkl,3.5172688512830064e-06
6089.pkl,2.7856057016606428e-08
4554.pkl,0.10036926716566086
7968.pkl,2.0738273261457784e-17
5470.pkl,1.5210270774398378e-19
4197.pkl,4.941298219525357e-18
9636.pkl,8.856661696094057e-18
6607.pkl,1.3862382809676575e-18
2203.pkl,5.8506875559583005e-12
7585.pkl,9.69401807774756e-19
10923.pkl,0.0
3462.pkl,2.4253783743300065e-20
4152.pkl,1.1607095962656366e-17
7541.pkl,0.00041682954179123044
11076.pkl,4.569958214442908e-16
795.pkl,1.4909041112787236e-07
8015.pkl,0.07881487160921097
4508.pkl,5.870828454455912e-13
28.pkl,8.50240753669781e-17
9195.pkl,3.00539385045262e-11
7479.pkl,0.0006258308421820402
8626.pkl,2.9063717417500694e-16
2833.pkl,1.0987964878250711e-11
1501.pkl,0.0
2325.pkl,1.965826980365737e-11
4507.pkl,4.883734687610567e-16
4299.pkl,3.027641505559675e-12
5841.pkl,9.901307992425602e-16
6438.pkl,3.664526435883553e-21
10998.pkl,0.0033683825749903917
6895.pkl,1.9599558645834116e-19
3296.pkl,6.21339663950139e-19
5555.pkl,5.502480053110048e-05
7660.pkl,0.00045615239650942385
6841.pkl,6.28474028374626e-09
6359.pkl,1.3869487378331675e-23
3271.pkl,0.0008075617370195687
920.pkl,3.411050215618161e-07
6947.pkl,3.8391015366734393e-10
11199.pkl,2.0557980917601526e-07
6566.pkl,0.05465172603726387
6117.pkl,0.0012709274888038635
3263.pkl,3.471860299253393e-10
11048.pkl,1.7604084860067815e-05
4647.pkl,6.150287527525999e-13
5894.pkl,1.5715221479695174e-06
8904.pkl,6.032672899891622e-06
6703.pkl,0.28562259674072266
3030.pkl,4.238566120307041e-08
1164.pkl,1.2795995708761687e-16
8785.pkl,8.641602181455783e-18
6194.pkl,3.462400758702578e-23
1910.pkl,0.00036614021519199014
6085.pkl,6.587573807337321e-06
1304.pkl,1.8969625454198952e-17
38.pkl,0.00012373391655273736
25.pkl,7.882841046580324e-10
10355.pkl,0.0004236465902067721
7458.pkl,5.96304908294372e-18
5790.pkl,2.570943259769873e-19
8130.pkl,5.3060706704854965e-05
5880.pkl,2.2862389099118172e-15
4674.pkl,0.00022783402528148144
6209.pkl,1.594809873495251e-05
3410.pkl,3.838761131191859e-08
8746.pkl,1.729874611555715e-06
6028.pkl,0.13704995810985565
2225.pkl,6.545034557348117e-05
11200.pkl,1.5106435569123278e-07
7625.pkl,6.265759822099426e-08
9494.pkl,1.7635520821457362e-10
6787.pkl,5.187410570539619e-11
3967.pkl,3.68732915580874e-20
2946.pkl,0.0
11039.pkl,0.0003724148264154792
1309.pkl,0.00021249937708489597
4860.pkl,4.711883105912307e-10
9707.pkl,5.227618516754462e-18
8959.pkl,2.9535211609754697e-08
3169.pkl,6.557070442170243e-09
7769.pkl,5.567505922954297e-08
8246.pkl,1.370675881823269e-11
1560.pkl,2.1463510790908913e-07
5756.pkl,0.007332177367061377
8.pkl,0.0038511171005666256
3527.pkl,6.304635633003208e-16
2046.pkl,4.057868942020676e-22
2768.pkl,0.00010596647916827351
10322.pkl,1.347963185516221e-09
5589.pkl,1.6960132143140072e-07
2573.pkl,2.3611730171069212e-07
1994.pkl,1.4713500953822091e-16
5564.pkl,2.2451960830949247e-05
4796.pkl,2.0897427020827308e-05
5956.pkl,0.0004604303103405982
3360.pkl,5.2676681661978364e-05
10561.pkl,1.2610737485374557e-06
5153.pkl,9.468810918149638e-18
5490.pkl,2.7081412554252893e-05
9586.pkl,0.00610013771802187
8003.pkl,3.5357088563614525e-06
3942.pkl,2.6696818622440333e-06
8961.pkl,4.493712638304595e-20
329.pkl,1.8281852899001936e-17
5701.pkl,3.28388899406562e-10
5118.pkl,4.5681330940183784e-10
8603.pkl,3.2187648457693285e-07
8782.pkl,1.80266657157091e-09
3095.pkl,1.4516057245117509e-09
2703.pkl,1.559399242978543e-05
3367.pkl,1.2100147273041983e-10
2886.pkl,4.980530961609664e-13
5009.pkl,2.7572755243454594e-06
4418.pkl,0.0002310184936504811
303.pkl,0.0003514926938805729
10746.pkl,4.550034645944834e-06
4519.pkl,8.245373273041423e-10
5776.pkl,1.5685871801451867e-07
10652.pkl,1.0300216235492599e-10
9201.pkl,2.4989310531964293e-07
3378.pkl,2.4239490414856846e-09
4624.pkl,4.719218850368634e-06
6264.pkl,1.180834541258946e-08
4209.pkl,2.4223749051088816e-07
10730.pkl,6.156382141853101e-07
499.pkl,2.9204986162767455e-07
10897.pkl,0.002609025686979294
7050.pkl,2.3483862424122925e-13
5847.pkl,0.004133685491979122
9725.pkl,3.140934040857246e-06
3837.pkl,5.870639747782352e-20
2481.pkl,3.4200649679405615e-05
1006.pkl,9.74124318986469e-08
3917.pkl,0.0001086792690330185
7179.pkl,2.0947379557227514e-17
5384.pkl,4.394497920222691e-17
5944.pkl,6.410805670831431e-18
2165.pkl,0.00015053611423354596
7350.pkl,2.4087848019400965e-25
1025.pkl,0.035029999911785126
4187.pkl,3.7363783178534504e-08
9919.pkl,2.882500878612082e-12
10372.pkl,3.084661273078382e-07
7422.pkl,0.6756040453910828
3073.pkl,0.02578934282064438
625.pkl,3.028542749916596e-08
5226.pkl,1.3713774560386582e-10
11159.pkl,5.551044623963719e-10
818.pkl,7.448853267533195e-08
339.pkl,5.342986465498122e-23
2597.pkl,3.1066542760527227e-06
120.pkl,2.830108316088113e-20
2062.pkl,2.664189832288222e-12
5108.pkl,7.513921445934102e-05
5099.pkl,7.75491280364804e-05
10143.pkl,5.68916243528692e-16
6418.pkl,0.0022370312362909317
8653.pkl,2.950843458471297e-10
9885.pkl,0.00011335181625327095
2868.pkl,3.871843384101181e-12
3063.pkl,3.2507262659464686e-08
8304.pkl,4.5468750613508746e-05
2161.pkl,0.003016513539478183
8467.pkl,3.452416308391548e-08
3846.pkl,1.1379432862668182e-06
11198.pkl,1.3149894367847637e-11
9450.pkl,1.3869408732603006e-08
1400.pkl,0.00018174844444729388
76.pkl,1.2735846774211526e-17
2453.pkl,3.605907750170445e-07
